code;benign_ratio;malicious_ratio;benign;malicious;total
32934;0.9699367088607594;0.030063291139240507;1839;57;1896
31034;0.7083333333333334;0.2916666666666667;17;7;24
32475;0.4418604651162791;0.5581395348837209;19;24;43
8560;0.7333333333333333;0.26666666666666666;33;12;45
16347;0.0;1.0;0;7;7
40034;0.19230769230769232;0.8076923076923077;5;21;26
22611;0.6666666666666666;0.3333333333333333;4;2;6
16010;0.0;1.0;0;2;2
50340;0.8333333333333334;0.16666666666666666;10;2;12
40027;0.15384615384615385;0.8461538461538461;2;11;13
8075;0.8743718592964824;0.12562814070351758;174;25;199
30633;0.7777777777777778;0.2222222222222222;7;2;9
19551;0.8974358974358975;0.10256410256410256;35;4;39
393398;0.4;0.6;2;3;5
40824;0.7142857142857143;0.2857142857142857;5;2;7
4830;0.0;1.0;0;2;2
15224;0.9646017699115044;0.035398230088495575;109;4;113
204915;0.01639344262295082;0.9836065573770492;1;60;61
14618;0.9335142469470827;0.06648575305291723;688;49;737
29518;0.0;1.0;0;2;2
45996;0.0;1.0;0;3;3
197695;0.3333333333333333;0.6666666666666666;4;8;12
29119;0.125;0.875;1;7;8
60626;0.2;0.8;1;4;5
24592;0.25;0.75;1;3;4
32244;0.6153846153846154;0.38461538461538464;32;20;52
13238;0.990506329113924;0.00949367088607595;313;3;316
24446;0.0;1.0;0;5;5
7743;0.0;1.0;0;2;2
42655;0.0;1.0;0;2;2
42910;0.5;0.5;3;3;6
8891;0.0;1.0;0;5;5
22612;0.2692307692307692;0.7307692307692307;7;19;26
52368;0.0;1.0;0;1;1
15895;0.0;1.0;0;2;2
48666;0.25;0.75;1;3;4
17974;0.5;0.5;3;3;6
27715;0.0;1.0;0;1;1
25521;0.0;1.0;0;1;1
2044;0.8333333333333334;0.16666666666666666;5;1;6
43350;0.9090909090909091;0.09090909090909091;10;1;11
5396;0.0;1.0;0;2;2
35916;0.2;0.8;1;4;5
47846;0.35714285714285715;0.6428571428571429;5;9;14
19318;0.2;0.8;1;4;5
9848;0.0;1.0;0;1;1
56308;0.0;1.0;0;1;1
46887;0.0;1.0;0;2;2
33182;0.3333333333333333;0.6666666666666666;3;6;9
17054;0.16666666666666666;0.8333333333333334;1;5;6
62856;0.0;1.0;0;1;1
38731;0.8;0.2;4;1;5
137263;0.6666666666666666;0.3333333333333333;2;1;3
54994;0.8780487804878049;0.12195121951219512;36;5;41
10310;0.9090909090909091;0.09090909090909091;30;3;33
395082;0.7;0.3;7;3;10
10929;0.75;0.25;3;1;4
55410;0.0;1.0;0;1;1
45062;0.0;1.0;0;1;1
51167;0.6;0.4;6;4;10
50673;0.75;0.25;6;2;8
39134;0.9830508474576272;0.01694915254237288;58;1;59
18229;0.5;0.5;3;3;6
30081;0.7222222222222222;0.2777777777777778;13;5;18
24600;0.0;1.0;0;1;1
63068;0.0;1.0;0;2;2
40244;0.6;0.4;3;2;5
201079;0.0;1.0;0;2;2
13285;0.0;1.0;0;2;2
23470;0.3333333333333333;0.6666666666666666;1;2;3
29066;0.9;0.1;9;1;10
16815;0.8571428571428571;0.14285714285714285;6;1;7
2635;0.9545454545454546;0.045454545454545456;588;28;616
132325;0.0;1.0;0;1;1
62729;0.2857142857142857;0.7142857142857143;2;5;7
31083;0.0;1.0;0;1;1
34010;0.8666666666666667;0.13333333333333333;13;2;15
41357;0.0;1.0;0;2;2
52030;0.6666666666666666;0.3333333333333333;4;2;6
48896;0.0;1.0;0;2;2
17439;0.75;0.25;3;1;4
58621;0.0;1.0;0;2;2
63949;0.85;0.15;34;6;40
24961;0.9545454545454546;0.045454545454545456;21;1;22
5630;0.0;1.0;0;1;1
200651;0.0;1.0;0;1;1
44521;0.0;1.0;0;1;1
53824;0.5;0.5;1;1;2
8100;0.8333333333333334;0.16666666666666666;5;1;6
266725;0.0;1.0;0;1;1
49349;0.0;1.0;0;1;1
136375;0.0;1.0;0;1;1
61317;0.0;1.0;0;2;2
44094;0.0;1.0;0;2;2
23467;0.9767441860465116;0.023255813953488372;84;2;86
4766;0.9166666666666666;0.08333333333333333;22;2;24
11878;0.0;1.0;0;1;1
262254;0.5;0.5;1;1;2
394695;0.5;0.5;5;5;10
55688;0.0;1.0;0;1;1
42926;0.875;0.125;14;2;16
203178;0.0;1.0;0;1;1
14907;0.7272727272727273;0.2727272727272727;8;3;11
3320;0.0;1.0;0;1;1
45102;0.7924528301886793;0.20754716981132076;42;11;53
200719;0.0;1.0;0;1;1
53057;0.0;1.0;0;2;2
31492;0.0;1.0;0;1;1
7162;0.8571428571428571;0.14285714285714285;6;1;7
15201;0.9444444444444444;0.05555555555555555;17;1;18
46475;0.5;0.5;1;1;2
135544;0.0;1.0;0;1;1
52580;0.0;1.0;0;1;1
132198;0.0;1.0;0;1;1
55660;0.0;1.0;0;1;1
14744;0.5;0.5;1;1;2
8068;0.9774436090225563;0.022556390977443608;130;3;133
44788;0.9945054945054945;0.005494505494505495;181;1;182
38719;0.0;1.0;0;1;1
20811;0.0;1.0;0;1;1
24971;0.625;0.375;5;3;8
41011;0.0;1.0;0;1;1
51659;0.5;0.5;1;1;2
11042;0.3333333333333333;0.6666666666666666;2;4;6
51468;0.8;0.2;4;1;5
48505;0.0;1.0;0;1;1
33494;0.0;1.0;0;1;1
24429;0.9649122807017544;0.03508771929824561;55;2;57
16814;0.75;0.25;3;1;4
33387;0.0;1.0;0;1;1
61029;0.0;1.0;0;1;1
23679;0.0;1.0;0;1;1
27887;0.0;1.0;0;1;1
43260;0.6666666666666666;0.3333333333333333;2;1;3
31815;0.8888888888888888;0.1111111111111111;8;1;9
24835;0.0;1.0;0;1;1
13414;0.9726027397260274;0.0273972602739726;213;6;219
33905;0.0;1.0;0;2;2
198610;0.0;1.0;0;4;4
29873;0.75;0.25;6;2;8
46549;0.0;1.0;0;1;1
32097;0.3333333333333333;0.6666666666666666;1;2;3
9541;0.0;1.0;0;1;1
131392;0.5;0.5;1;1;2
7922;0.6;0.4;3;2;5
37611;0.0;1.0;0;1;1
31727;0.75;0.25;3;1;4
55002;0.3333333333333333;0.6666666666666666;1;2;3
49335;0.0;1.0;0;1;1
60458;0.0;1.0;0;1;1
133618;0.8181818181818182;0.18181818181818182;9;2;11
61969;0.6666666666666666;0.3333333333333333;10;5;15
206819;0.0;1.0;0;3;3
3462;0.85;0.15;17;3;20
30083;0.75;0.25;3;1;4
54641;0.3333333333333333;0.6666666666666666;1;2;3
52420;0.0;1.0;0;1;1
32491;0.0;1.0;0;1;1
53831;0.8695652173913043;0.13043478260869565;40;6;46
45753;0.0;1.0;0;1;1
197068;0.7142857142857143;0.2857142857142857;5;2;7
30148;0.92;0.08;23;2;25
20248;0.0;1.0;0;1;1
132721;0.0;1.0;0;1;1
55967;0.8529411764705882;0.14705882352941177;29;5;34
13768;0.9473684210526315;0.05263157894736842;18;1;19
55081;0.8;0.2;4;1;5
31798;0.0;1.0;0;1;1
60781;0.9767441860465116;0.023255813953488372;84;2;86
12874;0.6666666666666666;0.3333333333333333;2;1;3
812;0.5;0.5;1;1;2
28907;0.5;0.5;1;1;2
27257;0.85;0.15;17;3;20
204213;0.5;0.5;1;1;2
15967;0.4;0.6;2;3;5
134548;0.0;1.0;0;1;1
58689;0.0;1.0;0;1;1
19324;0.5;0.5;1;1;2
43407;0.9210526315789473;0.07894736842105263;35;3;38
18978;0.0;1.0;0;1;1
137443;0.0;1.0;0;1;1
133448;0.0;1.0;0;1;1
15244;0.0;1.0;0;1;1
4837;0.9696969696969697;0.030303030303030304;32;1;33
56309;0.0;1.0;0;1;1
197540;0.5;0.5;1;1;2
8972;0.75;0.25;3;1;4
45899;0.9;0.1;9;1;10
60068;0.9772727272727273;0.022727272727272728;86;2;88
1759;0.0;1.0;0;1;1
20454;0.7272727272727273;0.2727272727272727;8;3;11
39020;0.0;1.0;0;1;1
29222;0.5;0.5;2;2;4
28110;0.0;1.0;0;1;1
4134;0.9333333333333333;0.06666666666666667;14;1;15
1273;0.5;0.5;1;1;2
37963;0.9622641509433962;0.03773584905660377;51;2;53
34788;0.6666666666666666;0.3333333333333333;2;1;3
58182;0.8;0.2;8;2;10
64315;0.0;1.0;0;1;1
45634;0.0;1.0;0;1;1
22552;0.0;1.0;0;1;1
8426;0.75;0.25;6;2;8
26202;0.0;1.0;0;1;1
63410;0.0;1.0;0;2;2
59980;0.0;1.0;0;1;1
21155;0.5;0.5;1;1;2
15348;0.0;1.0;0;1;1
2639;0.75;0.25;12;4;16
45815;0.0;1.0;0;1;1
132203;0.9375;0.0625;15;1;16
15299;0.0;1.0;0;2;2
35470;0.5;0.5;1;1;2
28299;0.0;1.0;0;1;1
9371;0.6666666666666666;0.3333333333333333;6;3;9
55293;0.6666666666666666;0.3333333333333333;2;1;3
198047;0.8333333333333334;0.16666666666666666;5;1;6
45903;0.0;1.0;0;1;1
29017;0.5;0.5;1;1;2
63760;0.0;1.0;0;2;2
133296;0.5;0.5;1;1;2
18403;0.5;0.5;1;1;2
3064;0.6666666666666666;0.3333333333333333;2;1;3
42055;0.0;1.0;0;1;1
34619;0.0;1.0;0;1;1
33322;0.0;1.0;0;1;1
35041;0.8;0.2;4;1;5
8553;0.6666666666666666;0.3333333333333333;2;1;3
60976;0.75;0.25;3;1;4
44889;0.9090909090909091;0.09090909090909091;10;1;11
60631;0.6666666666666666;0.3333333333333333;2;1;3
35415;0.9846153846153847;0.015384615384615385;64;1;65
32613;0.875;0.125;7;1;8
27647;0.9333333333333333;0.06666666666666667;28;2;30
14935;0.0;1.0;0;1;1
56110;0.0;1.0;0;1;1
44136;0.5;0.5;1;1;2
23947;0.0;1.0;0;1;1
40676;0.8333333333333334;0.16666666666666666;5;1;6
9304;0.75;0.25;3;1;4
35908;0.6666666666666666;0.3333333333333333;2;1;3
4808;0.9473684210526315;0.05263157894736842;18;1;19
3257;0.5;0.5;1;1;2
26658;0.0;1.0;0;1;1
30447;0.0;1.0;0;1;1
134705;0.0;1.0;0;1;1
36454;0.0;1.0;0;1;1
10242;0.0;1.0;0;1;1
29802;0.8571428571428571;0.14285714285714285;6;1;7
28753;0.9;0.1;9;1;10
8542;0.0;1.0;0;1;1
5577;1.0;0.0;1;0;1
33397;1.0;0.0;1;0;1
36351;1.0;0.0;83;0;83
27281;1.0;0.0;106;0;106
47764;1.0;0.0;55;0;55
24638;1.0;0.0;33;0;33
1299;1.0;0.0;13;0;13
11054;1.0;0.0;29;0;29
133775;1.0;0.0;1;0;1
46016;1.0;0.0;3;0;3
29405;1.0;0.0;1;0;1
7979;1.0;0.0;64;0;64
3356;1.0;0.0;29;0;29
29990;1.0;0.0;148;0;148
26120;1.0;0.0;8;0;8
23576;1.0;0.0;14;0;14
58542;1.0;0.0;1;0;1
8234;1.0;0.0;2;0;2
60164;1.0;0.0;7;0;7
63421;1.0;0.0;1;0;1
19994;1.0;0.0;20;0;20
14413;1.0;0.0;166;0;166
7018;1.0;0.0;3;0;3
201011;1.0;0.0;30;0;30
45090;1.0;0.0;6;0;6
3243;1.0;0.0;5;0;5
54825;1.0;0.0;348;0;348
5403;1.0;0.0;4;0;4
42244;1.0;0.0;1;0;1
52016;1.0;0.0;17;0;17
12516;1.0;0.0;3;0;3
9924;1.0;0.0;4;0;4
132717;1.0;0.0;1;0;1
26667;1.0;0.0;65;0;65
39572;1.0;0.0;51;0;51
42567;1.0;0.0;5;0;5
23393;1.0;0.0;23;0;23
43037;1.0;0.0;27;0;27
15685;1.0;0.0;9;0;9
30313;1.0;0.0;1;0;1
6453;1.0;0.0;1;0;1
40009;1.0;0.0;6;0;6
202468;1.0;0.0;5;0;5
42622;1.0;0.0;1;0;1
7415;1.0;0.0;17;0;17
62713;1.0;0.0;48;0;48
198622;1.0;0.0;41;0;41
25655;1.0;0.0;2;0;2
29791;1.0;0.0;23;0;23
204643;1.0;0.0;1;0;1
2914;1.0;0.0;12;0;12
56468;1.0;0.0;1;0;1
19679;1.0;0.0;7;0;7
64432;1.0;0.0;3;0;3
48061;1.0;0.0;1;0;1
25369;1.0;0.0;2;0;2
199524;1.0;0.0;17;0;17
34762;1.0;0.0;2;0;2
61157;1.0;0.0;5;0;5
47541;1.0;0.0;26;0;26
12510;1.0;0.0;1;0;1
4812;1.0;0.0;4;0;4
135391;1.0;0.0;3;0;3
33828;1.0;0.0;2;0;2
26324;1.0;0.0;1;0;1
5518;1.0;0.0;2;0;2
62355;1.0;0.0;4;0;4
34655;1.0;0.0;11;0;11
135377;1.0;0.0;2;0;2
4755;1.0;0.0;2;0;2
3223;1.0;0.0;7;0;7
2519;1.0;0.0;4;0;4
17506;1.0;0.0;5;0;5
49002;1.0;0.0;2;0;2
22284;1.0;0.0;1;0;1
38627;1.0;0.0;5;0;5
8359;1.0;0.0;1;0;1
16807;1.0;0.0;1;0;1
8660;1.0;0.0;1;0;1
49505;1.0;0.0;14;0;14
34879;1.0;0.0;3;0;3
4196;1.0;0.0;1;0;1
10837;1.0;0.0;1;0;1
48173;1.0;0.0;3;0;3
35220;1.0;0.0;16;0;16
17184;1.0;0.0;1;0;1
9009;1.0;0.0;29;0;29
43354;1.0;0.0;1;0;1
29014;1.0;0.0;1;0;1
25478;1.0;0.0;1;0;1
52007;1.0;0.0;13;0;13
204600;1.0;0.0;3;0;3
32748;1.0;0.0;46;0;46
8342;1.0;0.0;12;0;12
49063;1.0;0.0;4;0;4
13174;1.0;0.0;4;0;4
205675;1.0;0.0;3;0;3
48684;1.0;0.0;6;0;6
29789;1.0;0.0;43;0;43
204343;1.0;0.0;4;0;4
44066;1.0;0.0;13;0;13
200350;1.0;0.0;3;0;3
17447;1.0;0.0;1;0;1
43754;1.0;0.0;16;0;16
56402;1.0;0.0;2;0;2
41689;1.0;0.0;1;0;1
209;1.0;0.0;3;0;3
52;1.0;0.0;3;0;3
9121;1.0;0.0;5;0;5
201492;1.0;0.0;5;0;5
10006;1.0;0.0;1;0;1
3215;1.0;0.0;2;0;2
7684;1.0;0.0;9;0;9
9370;1.0;0.0;8;0;8
21094;1.0;0.0;1;0;1
44239;1.0;0.0;33;0;33
3786;1.0;0.0;15;0;15
29182;1.0;0.0;7;0;7
7767;1.0;0.0;1;0;1
33047;1.0;0.0;20;0;20
39392;1.0;0.0;9;0;9
200757;1.0;0.0;1;0;1
43332;1.0;0.0;2;0;2
3999;1.0;0.0;2;0;2
48551;1.0;0.0;2;0;2
43898;1.0;0.0;2;0;2
2665;1.0;0.0;1;0;1
33517;1.0;0.0;6;0;6
25751;1.0;0.0;9;0;9
22075;1.0;0.0;19;0;19
19969;1.0;0.0;1;0;1
9892;1.0;0.0;1;0;1
55249;1.0;0.0;1;0;1
4694;1.0;0.0;11;0;11
58543;1.0;0.0;4;0;4
136188;1.0;0.0;4;0;4
206599;1.0;0.0;1;0;1
23820;1.0;0.0;3;0;3
41552;1.0;0.0;5;0;5
4373;1.0;0.0;1;0;1
50517;1.0;0.0;1;0;1
49425;1.0;0.0;1;0;1
63655;1.0;0.0;1;0;1
206798;1.0;0.0;1;0;1
9808;1.0;0.0;6;0;6
29226;1.0;0.0;2;0;2
57724;1.0;0.0;1;0;1
9381;1.0;0.0;5;0;5
24462;1.0;0.0;1;0;1
9919;1.0;0.0;1;0;1
7532;1.0;0.0;2;0;2
136190;1.0;0.0;3;0;3
33011;1.0;0.0;2;0;2
53580;1.0;0.0;17;0;17
47447;1.0;0.0;22;0;22
2510;1.0;0.0;1;0;1
4713;1.0;0.0;4;0;4
25292;1.0;0.0;2;0;2
63911;1.0;0.0;3;0;3
36236;1.0;0.0;3;0;3
21245;1.0;0.0;5;0;5
19437;1.0;0.0;5;0;5
2687;1.0;0.0;4;0;4
18568;1.0;0.0;12;0;12
30419;1.0;0.0;13;0;13
36089;1.0;0.0;51;0;51
36057;1.0;0.0;2;0;2
52130;1.0;0.0;2;0;2
31822;1.0;0.0;2;0;2
205830;1.0;0.0;1;0;1
5588;1.0;0.0;2;0;2
10966;1.0;0.0;1;0;1
12978;1.0;0.0;5;0;5
27475;1.0;0.0;1;0;1
2860;1.0;0.0;2;0;2
25532;1.0;0.0;5;0;5
15395;1.0;0.0;13;0;13
44467;1.0;0.0;1;0;1
135905;1.0;0.0;5;0;5
395224;1.0;0.0;1;0;1
24572;1.0;0.0;12;0;12
3479;1.0;0.0;1;0;1
23816;1.0;0.0;6;0;6
134771;1.0;0.0;1;0;1
56040;1.0;0.0;1;0;1
43211;1.0;0.0;1;0;1
42337;1.0;0.0;2;0;2
41881;1.0;0.0;7;0;7
58224;1.0;0.0;1;0;1
56173;1.0;0.0;1;0;1
3209;1.0;0.0;5;0;5
43311;1.0;0.0;2;0;2
8607;1.0;0.0;1;0;1
9583;1.0;0.0;3;0;3
12322;1.0;0.0;10;0;10
50234;1.0;0.0;1;0;1
25593;1.0;0.0;1;0;1
57976;1.0;0.0;3;0;3
50599;1.0;0.0;7;0;7
11643;1.0;0.0;6;0;6
38631;1.0;0.0;7;0;7
29049;1.0;0.0;1;0;1
204995;1.0;0.0;12;0;12
49981;1.0;0.0;5;0;5
201081;1.0;0.0;15;0;15
196831;1.0;0.0;2;0;2
59711;1.0;0.0;6;0;6
35237;1.0;0.0;3;0;3
12079;1.0;0.0;1;0;1
14153;1.0;0.0;1;0;1
137687;1.0;0.0;2;0;2
63023;1.0;0.0;1;0;1
20473;1.0;0.0;7;0;7
9318;1.0;0.0;9;0;9
60476;1.0;0.0;1;0;1
20093;1.0;0.0;2;0;2
395492;1.0;0.0;5;0;5
55960;1.0;0.0;6;0;6
199710;1.0;0.0;2;0;2
201009;1.0;0.0;3;0;3
19795;1.0;0.0;2;0;2
18450;1.0;0.0;2;0;2
31490;1.0;0.0;2;0;2
20694;1.0;0.0;2;0;2
39960;1.0;0.0;1;0;1
13462;1.0;0.0;2;0;2
43896;1.0;0.0;2;0;2
13147;1.0;0.0;1;0;1
34224;1.0;0.0;2;0;2
12337;1.0;0.0;1;0;1
198792;1.0;0.0;2;0;2
57682;1.0;0.0;1;0;1
197482;1.0;0.0;2;0;2
203226;1.0;0.0;4;0;4
58563;1.0;0.0;3;0;3
4725;1.0;0.0;1;0;1
206991;1.0;0.0;1;0;1
21859;1.0;0.0;3;0;3
6461;1.0;0.0;2;0;2
4847;1.0;0.0;1;0;1
17964;1.0;0.0;2;0;2
58593;1.0;0.0;2;0;2
12789;1.0;0.0;1;0;1
40428;1.0;0.0;1;0;1
50245;1.0;0.0;24;0;24
17225;1.0;0.0;1;0;1
36646;1.0;0.0;1;0;1
199484;1.0;0.0;10;0;10
50979;1.0;0.0;1;0;1
50881;1.0;0.0;1;0;1
217;1.0;0.0;1;0;1
132520;1.0;0.0;1;0;1
45894;1.0;0.0;7;0;7
50453;1.0;0.0;3;0;3
54058;1.0;0.0;1;0;1
6623;1.0;0.0;4;0;4
3352;1.0;0.0;1;0;1
25159;1.0;0.0;2;0;2
35298;1.0;0.0;1;0;1
199156;1.0;0.0;1;0;1
16167;1.0;0.0;1;0;1
206880;1.0;0.0;1;0;1
55992;1.0;0.0;2;0;2
17621;1.0;0.0;2;0;2
23724;1.0;0.0;9;0;9
22671;1.0;0.0;1;0;1
6659;1.0;0.0;3;0;3
42352;1.0;0.0;1;0;1
701;1.0;0.0;2;0;2
22652;1.0;0.0;2;0;2
4152;1.0;0.0;1;0;1
46652;1.0;0.0;2;0;2
12807;1.0;0.0;1;0;1
39104;1.0;0.0;2;0;2
33419;1.0;0.0;6;0;6
202448;1.0;0.0;1;0;1
17;1.0;0.0;1;0;1
5774;1.0;0.0;1;0;1
25884;1.0;0.0;1;0;1
40260;1.0;0.0;4;0;4
54312;1.0;0.0;9;0;9
58262;1.0;0.0;1;0;1
12348;1.0;0.0;1;0;1
22822;1.0;0.0;8;0;8
9644;1.0;0.0;1;0;1
40065;1.0;0.0;2;0;2
48434;1.0;0.0;1;0;1
44932;1.0;0.0;2;0;2
59922;1.0;0.0;2;0;2
30860;1.0;0.0;3;0;3
18182;1.0;0.0;4;0;4
1659;1.0;0.0;1;0;1
132557;1.0;0.0;2;0;2
6724;1.0;0.0;10;0;10
2497;1.0;0.0;9;0;9
2514;1.0;0.0;3;0;3
30212;1.0;0.0;1;0;1
38634;1.0;0.0;3;0;3
17941;1.0;0.0;2;0;2
59753;1.0;0.0;6;0;6
15228;1.0;0.0;1;0;1
2818;1.0;0.0;1;0;1
12525;1.0;0.0;4;0;4
2648;1.0;0.0;1;0;1
45974;1.0;0.0;3;0;3
9764;1.0;0.0;3;0;3
11414;1.0;0.0;1;0;1
24211;1.0;0.0;3;0;3
199064;1.0;0.0;3;0;3
5607;1.0;0.0;4;0;4
12;1.0;0.0;2;0;2
38339;1.0;0.0;1;0;1
28571;1.0;0.0;2;0;2
12990;1.0;0.0;6;0;6
51859;1.0;0.0;8;0;8
51790;1.0;0.0;1;0;1
198785;1.0;0.0;4;0;4
34309;1.0;0.0;1;0;1
205411;1.0;0.0;1;0;1
12611;1.0;0.0;3;0;3
45530;1.0;0.0;1;0;1
201118;1.0;0.0;1;0;1
199805;1.0;0.0;1;0;1
174;1.0;0.0;13;0;13
59214;1.0;0.0;3;0;3
17816;1.0;0.0;2;0;2
204006;1.0;0.0;1;0;1
59019;1.0;0.0;2;0;2
36483;1.0;0.0;3;0;3
23637;1.0;0.0;9;0;9
6157;1.0;0.0;1;0;1
10912;1.0;0.0;1;0;1
135299;1.0;0.0;1;0;1
13213;1.0;0.0;13;0;13
55532;1.0;0.0;1;0;1
8781;1.0;0.0;2;0;2
32;1.0;0.0;1;0;1
44050;1.0;0.0;1;0;1
37936;1.0;0.0;2;0;2
56396;1.0;0.0;12;0;12
43146;1.0;0.0;2;0;2
6939;1.0;0.0;4;0;4
46636;1.0;0.0;1;0;1
59796;1.0;0.0;1;0;1
33070;1.0;0.0;10;0;10
11608;1.0;0.0;2;0;2
2518;1.0;0.0;6;0;6
200981;1.0;0.0;1;0;1
58381;1.0;0.0;2;0;2
23844;1.0;0.0;1;0;1
38365;1.0;0.0;2;0;2
40509;1.0;0.0;4;0;4
30781;1.0;0.0;3;0;3
2854;1.0;0.0;3;0;3
39684;1.0;0.0;1;0;1
13791;1.0;0.0;1;0;1
38099;1.0;0.0;5;0;5
23946;1.0;0.0;2;0;2
19893;1.0;0.0;1;0;1
12353;1.0;0.0;2;0;2
16839;1.0;0.0;1;0;1
7160;1.0;0.0;7;0;7
55569;1.0;0.0;5;0;5
18908;1.0;0.0;3;0;3
8764;1.0;0.0;3;0;3
15440;1.0;0.0;1;0;1
24151;1.0;0.0;2;0;2
38283;1.0;0.0;1;0;1
43811;1.0;0.0;1;0;1
63199;1.0;0.0;1;0;1
6707;1.0;0.0;1;0;1
23650;1.0;0.0;1;0;1
17937;1.0;0.0;1;0;1
60600;1.0;0.0;3;0;3
43226;1.0;0.0;4;0;4
21030;1.0;0.0;1;0;1
199391;1.0;0.0;1;0;1
210329;1.0;0.0;1;0;1
30682;1.0;0.0;3;0;3
50198;1.0;0.0;2;0;2
10205;1.0;0.0;1;0;1
22300;1.0;0.0;2;0;2
29028;1.0;0.0;2;0;2
16552;1.0;0.0;2;0;2
10913;1.0;0.0;3;0;3
13886;1.0;0.0;1;0;1
23620;1.0;0.0;2;0;2
16085;1.0;0.0;1;0;1
38244;1.0;0.0;10;0;10
394161;1.0;0.0;1;0;1
15555;1.0;0.0;1;0;1
16383;1.0;0.0;1;0;1
5602;1.0;0.0;6;0;6
134592;1.0;0.0;1;0;1
4657;1.0;0.0;2;0;2
43191;1.0;0.0;3;0;3
62;1.0;0.0;1;0;1
3842;1.0;0.0;1;0;1
19750;1.0;0.0;6;0;6
10010;1.0;0.0;1;0;1
43996;1.0;0.0;5;0;5
20504;1.0;0.0;1;0;1
1680;1.0;0.0;2;0;2
24843;1.0;0.0;2;0;2
4758;1.0;0.0;3;0;3
42632;1.0;0.0;2;0;2
558;1.0;0.0;7;0;7
11403;1.0;0.0;2;0;2
104;1.0;0.0;2;0;2
702;1.0;0.0;1;0;1
27589;1.0;0.0;8;0;8
204601;1.0;0.0;1;0;1
202422;1.0;0.0;1;0;1
32787;1.0;0.0;1;0;1
23033;1.0;0.0;1;0;1
15549;1.0;0.0;1;0;1
48716;1.0;0.0;1;0;1
2116;1.0;0.0;1;0;1
201572;1.0;0.0;2;0;2
59940;1.0;0.0;6;0;6
42807;1.0;0.0;1;0;1
10229;1.0;0.0;1;0;1
54288;1.0;0.0;1;0;1
134452;1.0;0.0;1;0;1
58497;1.0;0.0;3;0;3
20645;1.0;0.0;7;0;7
16138;1.0;0.0;13;0;13
62041;1.0;0.0;1;0;1
38107;1.0;0.0;1;0;1
13354;1.0;0.0;4;0;4
25184;1.0;0.0;2;0;2
202319;1.0;0.0;1;0;1
31549;1.0;0.0;4;0;4
56647;1.0;0.0;2;0;2
53334;1.0;0.0;19;0;19
9198;1.0;0.0;1;0;1
42848;1.0;0.0;1;0;1
58466;1.0;0.0;1;0;1
32181;1.0;0.0;6;0;6
62160;1.0;0.0;1;0;1
59441;1.0;0.0;1;0;1
198605;1.0;0.0;1;0;1
63124;1.0;0.0;1;0;1
6356;1.0;0.0;2;0;2
46562;1.0;0.0;3;0;3
3265;1.0;0.0;1;0;1
262287;1.0;0.0;1;0;1
21293;1.0;0.0;1;0;1
43776;1.0;0.0;2;0;2
56806;1.0;0.0;1;0;1
23274;1.0;0.0;1;0;1
38701;1.0;0.0;3;0;3
16681;1.0;0.0;1;0;1
16365;1.0;0.0;1;0;1
22843;1.0;0.0;1;0;1
42240;1.0;0.0;2;0;2
9829;1.0;0.0;2;0;2
40444;1.0;0.0;2;0;2
14340;1.0;0.0;4;0;4
12850;1.0;0.0;1;0;1
14829;1.0;0.0;3;0;3
133346;1.0;0.0;1;0;1
7296;1.0;0.0;2;0;2
